tileswide 50
tileshigh 50
tilewidth 24
tileheight 24

layer 0
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,962,962,962,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,32,34,32,32,32,32,32,32,32,32,32,32,32,34,32,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,32,32,32,34,32,32,32,32,32,34,32,32,32,34,32,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
543,543,543,543,543,543,543,543,543,543,749,749,749,749,749,749,749,32,32,34,60,60,60,60,60,60,60,60,60,32,34,32,749,749,749,749,749,749,749,543,543,543,543,543,543,543,543,543,543,543,
