tileswide 60
tileshigh 60
tilewidth 24
tileheight 24

layer 0
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,540,749,749,749,749,749,749,749,749,749,749,749,540,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,497,749,749,749,749,749,749,749,749,157,749,749,540,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,497,749,749,749,749,749,749,749,749,749,749,749,540,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,540,749,749,749,749,749,749,749,749,749,749,617,540,617,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,892,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,892,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,892,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,617,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,617,749,749,617,617,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,892,892,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,892,892,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,892,892,892,892,892,892,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,892,892,892,892,892,892,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,749,469,469,469,469,469,469,469,469,469,749,749,749,749,749,749,749,749,749,749,749,749,749,749,
